Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type
"Strategies Reported in the Literature to Migrate to Microservices Based Architecture","16th International Conference on Information Technology-New Generations (ITNG 2019)","","","","10.1007/978-3-030-14070-0_81","Heleno Cardoso da Silva FilhoGlauco de Figueiredo Carneiro","2019","http://link.springer.com/chapter/10.1007/978-3-030-14070-0_81","Chapter"
"A Reconfigurable Microservice-Based Migration Technique for IoT Systems","Service-Oriented Computing – ICSOC 2019 Workshops","","","","10.1007/978-3-030-45989-5_12","Chang-ai SunJing WangJing GuoZhen WangLi Duan","2020","http://link.springer.com/chapter/10.1007/978-3-030-45989-5_12","Chapter"
"Advanced Intelligent Systems for Sustainable Development (AI2SD’2020)","Advances in Intelligent Systems and Computing","","","","10.1007/978-3-030-90639-9","Janusz KacprzykDr. Valentina E. BalasProf. Mostafa Ezziyyani","2022","http://link.springer.com/book/10.1007/978-3-030-90639-9","Book"
"Digitalization in Healthcare","Future of Business and Finance","","","","10.1007/978-3-030-65896-0","Prof. Dr. Patrick GlaunerProf. Dr. Dr. Philipp PlugmannDr. Guido Lerzynski","2021","http://link.springer.com/book/10.1007/978-3-030-65896-0","Book"
"Macro Architecture for Microservices: Improving Internal Quality of Microservice Systems","Intelligent Distributed Computing XIV","","","","10.1007/978-3-030-96627-0_10","Lars BraubachKai JanderAlexander Pokahr","2022","http://link.springer.com/chapter/10.1007/978-3-030-96627-0_10","Chapter"
"Design, User Experience, and Usability. Design for Contemporary Interactive Environments","Lecture Notes in Computer Science","","","","10.1007/978-3-030-49760-6","Dr. Aaron MarcusElizabeth Rosenzweig","2020","http://link.springer.com/book/10.1007/978-3-030-49760-6","Book"
"Computer Supported Cooperative Work and Social Computing","Communications in Computer and Information Science","","","","10.1007/978-981-19-4546-5","Prof. Yuqing SunTun LuBuqing CaoHongfei FanProf. Dongning LiuBowen DuAssoc. Prof. Liping Gao","2022","http://link.springer.com/book/10.1007/978-981-19-4546-5","Book"
"Advances in Production Management Systems. Smart Manufacturing and Logistics Systems: Turning Ideas into Action","IFIP Advances in Information and Communication Technology","","","","10.1007/978-3-031-16411-8","Duck Young KimGregor von CieminskiDavid Romero","2022","http://link.springer.com/book/10.1007/978-3-031-16411-8","Book"
"Exploring the Microservice Development Process in Small and Medium-Sized Organizations","Product-Focused Software Process Improvement","","","","10.1007/978-3-030-64148-1_28","Jonas SorgallaSabine SachwehAlbert Zündorf","2020","http://link.springer.com/chapter/10.1007/978-3-030-64148-1_28","Chapter"
"Autonomic Computing in Cloud Resource Management in Industry 4.0","EAI/Springer Innovations in Communication and Computing","","","","10.1007/978-3-030-71756-8","Tanupriya ChoudhuryBhupesh Kumar DewanganDr. Ravi TomarBhupesh Kumar SinghTeoh Teik ToeDr. Nguyen Gia Nhu","2021","http://link.springer.com/book/10.1007/978-3-030-71756-8","Book"
"Designing Data Spaces","","","","","10.1007/978-3-030-93975-5","Prof. Dr. Boris OttoProf. Dr. Michael ten HompelProf. Dr. Stefan Wrobel","2022","http://link.springer.com/book/10.1007/978-3-030-93975-5","Book"
"Ensuring and Assessing Architecture Conformance to Microservice Decomposition Patterns","Service-Oriented Computing","","","","10.1007/978-3-319-69035-3_29","Uwe ZdunElena NavarroFrank Leymann","2017","http://link.springer.com/chapter/10.1007/978-3-319-69035-3_29","Chapter"
"Microservice Maturity of Organizations","Research Challenges in Information Science","","","","10.1007/978-3-030-75018-3_34","Jean-Philippe GouigouxDalila TamzalitJoost Noppen","2021","http://link.springer.com/chapter/10.1007/978-3-030-75018-3_34","Chapter"
"System Dependability and Analytics","Springer Series in Reliability Engineering","","","","10.1007/978-3-031-02063-6","Assoc. Prof. Long WangProf. Karthik PattabiramanDr. Catello Di MartinoAssist. Prof. Arjun AthreyaProf. Saurabh Bagchi","2023","http://link.springer.com/book/10.1007/978-3-031-02063-6","Book"
"Evaluation of Microservice Architectures: A Metric and Tool-Based Approach","Information Systems in the Big Data Era","","","","10.1007/978-3-319-92901-9_8","Thomas EngelMelanie LangermeierBernhard BauerAlexander Hofmann","2018","http://link.springer.com/chapter/10.1007/978-3-319-92901-9_8","Chapter"
"Ecosystems Without Borders","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-05778-6","Prof. Ruslan Polyakov","2022","http://link.springer.com/book/10.1007/978-3-031-05778-6","Book"
"Intelligent Robotics and Applications","Lecture Notes in Computer Science","","","","10.1007/978-3-030-89095-7","Prof. Xin-Jun LiuZhenguo NieProf. Jingjun YuFugui XieRui Song","2021","http://link.springer.com/book/10.1007/978-3-030-89095-7","Book"
"Adoption of Microservice Architecture in the Processing and Extraction of Text from Images","Proceedings of International Conference on Communication and Computational Technologies","","","","10.1007/978-981-16-3246-4_12","Werliney Calixto ConceicaoFabio Gomes RochaGuillermo Rodríguez","2021","http://link.springer.com/chapter/10.1007/978-981-16-3246-4_12","Chapter"
"Domain-Specific Conceptual Modeling","","","","","10.1007/978-3-030-93547-4","Prof. Dr. Dimitris KaragiannisProf. Moonkun LeeProf. Dr. Knut HinkelmannDr. Wilfrid Utz","2022","http://link.springer.com/book/10.1007/978-3-030-93547-4","Book"
"Industry practices and challenges for the evolvability assurance of microservices","Empirical Software Engineering","","26","5","10.1007/s10664-021-09999-9","Justus BognerJonas FritzschStefan WagnerAlfred Zimmermann","2021","http://link.springer.com/article/10.1007/s10664-021-09999-9","Article"
"Masterclass Enterprise Architecture Management","","","","","10.1007/978-3-030-78495-9","Prof. Dr. Jürgen JungAssoc. Prof. Bardo Fraunholz","2021","http://link.springer.com/book/10.1007/978-3-030-78495-9","Book"
"A Novel Methodology to Restructure Legacy Application onto Micro-Service-Based Architecture System","Emerging Research in Computing, Information, Communication and Applications","","","","10.1007/978-981-16-1342-5_39","T. R. VinayAjeet A. Chikkamannur","2022","http://link.springer.com/chapter/10.1007/978-981-16-1342-5_39","Chapter"
"Hybrid Intelligent Systems","Lecture Notes in Networks and Systems","","","","10.1007/978-3-030-96305-7","Dr. Ajith AbrahamDr. Patrick SiarryDr. Vincenzo PiuriDr. Niketa GandhiDr. Gabriella CasalinoDr. Oscar CastilloDr. Patrick Hung","2022","http://link.springer.com/book/10.1007/978-3-030-96305-7","Book"
"Microservices: The What and the Why","Microservices From Day One","","","","10.1007/978-1-4842-1937-9_1","Cloves Carneiro Jr.Tim Schmelmer","2016","http://link.springer.com/chapter/10.1007/978-1-4842-1937-9_1","Chapter"
"Improving microservice-based applications with runtime placement adaptation","Journal of Internet Services and Applications","","10","1","10.1186/s13174-019-0104-0","Adalberto R. Sampaio Jr.Julia RubinIvan BeschastnikhNelson S. Rosa","2019","http://link.springer.com/article/10.1186/s13174-019-0104-0","Article"
"Native Cloud Applications: Why Monolithic Virtualization Is Not Their Foundation","Cloud Computing and Services Science","","","","10.1007/978-3-319-62594-2_2","Frank LeymannUwe BreitenbücherSebastian WagnerJohannes Wettinger","2017","http://link.springer.com/chapter/10.1007/978-3-319-62594-2_2","Chapter"
"Multimedia Cloud Computing Systems","","","","","10.1007/978-3-030-88451-2","Dr. Mohsen Amini SalehiDr. Xiangbo Li","2021","http://link.springer.com/book/10.1007/978-3-030-88451-2","Book"
"Microservices Anti-patterns: A Taxonomy","Microservices","","","","10.1007/978-3-030-31646-4_5","Davide TaibiValentina LenarduzziClaus Pahl","2020","http://link.springer.com/chapter/10.1007/978-3-030-31646-4_5","Chapter"
"International Conference on Innovative Computing and Communications","Lecture Notes in Networks and Systems","","","","10.1007/978-981-19-2535-1","Deepak GuptaAshish KhannaSiddhartha BhattacharyyaAboul Ella HassanienSameer AnandAjay Jaiswal","2023","http://link.springer.com/book/10.1007/978-981-19-2535-1","Book"
"Proceedings of the International Conference on Intelligent Vision and Computing (ICIVC 2021)","Proceedings in Adaptation, Learning and Optimization","","","","10.1007/978-3-030-97196-0","Dr. Harish SharmaDr. Vijay Kumar VyasProf. Rajesh Kumar PandeyDr. Mukesh Prasad","2022","http://link.springer.com/book/10.1007/978-3-030-97196-0","Book"
"2PC*: a distributed transaction concurrency control protocol of multi-microservice based on cloud computing platform","Journal of Cloud Computing","","9","1","10.1186/s13677-020-00183-w","Pan FanJing LiuWei YinHui WangXiaohong ChenHaiying Sun","2020","http://link.springer.com/article/10.1186/s13677-020-00183-w","Article"
"A Multi Case Study on Legacy System Migration in the Banking Industry","Advanced Information Systems Engineering","","","","10.1007/978-3-030-79382-1_32","Hasan Emre HayretciFatma Başak Aydemir","2021","http://link.springer.com/chapter/10.1007/978-3-030-79382-1_32","Chapter"
"Production at the leading edge of technology","Lecture Notes in Production Engineering","","","","10.1007/978-3-662-62138-7","Prof. Dr. Bernd-Arno BehrensProf. Dr. Alexander BrosiusProf. Dr. Wolfgang HintzeProf. Dr. Steffen IhlenfeldtProf. Dr. Jens Peter Wulfsberg","2021","http://link.springer.com/book/10.1007/978-3-662-62138-7","Book"
"Mobile Edge Computing","","","","","10.1007/978-3-030-69893-5","Dr. Anwesha MukherjeeProf. Dr. Debashis DeProf. Dr. Soumya K. GhoshProf. Dr. Rajkumar Buyya","2021","http://link.springer.com/book/10.1007/978-3-030-69893-5","Book"
"Smart Computing Techniques and Applications","Smart Innovation, Systems and Technologies","","","","10.1007/978-981-16-1502-3","Dr. Suresh Chandra SatapathyDr. Vikrant BhatejaProf. Margarita N. FavorskayaDr. T. Adilakshmi","2021","http://link.springer.com/book/10.1007/978-981-16-1502-3","Book"
"Agile Processes in Software Engineering and Extreme Programming – Workshops","Lecture Notes in Business Information Processing","","","","10.1007/978-3-030-58858-8","Dr. Maria PaasivaaraDr. Philippe Kruchten","2020","http://link.springer.com/book/10.1007/978-3-030-58858-8","Book"
"Intelligent Systems and Pattern Recognition","Communications in Computer and Information Science","","","","10.1007/978-3-031-08277-1","Akram BennourTolga EnsariYousri KessentiniSean Eom","2022","http://link.springer.com/book/10.1007/978-3-031-08277-1","Book"
"A Probe into the Technological Enablers of Microservice Architectures","Integrated Intelligent Computing, Communication and Security","","","","10.1007/978-981-10-8797-4_50","Christina Terese JosephK. Chandrasekaran","2019","http://link.springer.com/chapter/10.1007/978-981-10-8797-4_50","Chapter"
"The Migration Journey Towards Microservices","Product-Focused Software Process Improvement","","","","10.1007/978-3-030-91452-3_2","Hamdy Michael AyasPhilipp LeitnerRegina Hebig","2021","http://link.springer.com/chapter/10.1007/978-3-030-91452-3_2","Chapter"
"Advances in Artificial Intelligence and Security","Communications in Computer and Information Science","","","","10.1007/978-3-031-06761-7","Xingming SunProf. Xiaorui ZhangZhihua XiaProf. Dr. Elisa Bertino","2022","http://link.springer.com/book/10.1007/978-3-031-06761-7","Book"
"Systems, Software and Services Process Improvement","Communications in Computer and Information Science","","","","10.1007/978-3-319-97925-0","Xabier LarruceaIzaskun SantamariaProf. Dr. Rory V. O'ConnorRichard Messnarz","2018","http://link.springer.com/book/10.1007/978-3-319-97925-0","Book"
"Intelligent Systems and Applications","Lecture Notes in Networks and Systems","","","","10.1007/978-3-031-16075-2","Kohei Arai","2023","http://link.springer.com/book/10.1007/978-3-031-16075-2","Book"
"Signal and Information Processing, Networking and Computers","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-19-3387-5","Prof. Jiande SunDr. Yue WangMengyao HuoDr. Lexi Xu","2023","http://link.springer.com/book/10.1007/978-981-19-3387-5","Book"
"Proceeding of 2021 International Conference on Wireless Communications, Networking and Applications","Lecture Notes in Electrical Engineering","","","","10.1007/978-981-19-2456-9","Prof. Zhihong QianProf. Dr. M.A. JabbarProf. Xiaolong Li","2022","http://link.springer.com/book/10.1007/978-981-19-2456-9","Book"
"Requirements for a model-driven cloud-native migration of monolithic web-based applications","SICS Software-Intensive Cyber-Physical Systems","","35","1 - 2","10.1007/s00450-019-00414-9","Robin LichtenthälerMike PrechtlChristoph SchwilleTobias SchwartzPascal CezanneGuido Wirtz","2020","http://link.springer.com/article/10.1007/s00450-019-00414-9","Article"
"Introduction to Traefik","Traefik API Gateway for Microservices","","","","10.1007/978-1-4842-6376-1_1","Rahul SharmaAkshay Mathur","2021","http://link.springer.com/chapter/10.1007/978-1-4842-6376-1_1","Chapter"
"Advances in Automotive Production Technology – Theory and Application","ARENA2036","","","","10.1007/978-3-662-62962-8","Dr. Philipp WeißgraeberDr. Frieder HeieckDr. Clemens Ackermann","2021","http://link.springer.com/book/10.1007/978-3-662-62962-8","Book"
"Advances in Software Engineering, Education, and e-Learning","Transactions on Computational Science and Computational Intelligence","","","","10.1007/978-3-030-70873-3","Prof. Hamid R. ArabniaLeonidas DeligiannidisFernando G. TinettiQuoc-Nam Tran","2021","http://link.springer.com/book/10.1007/978-3-030-70873-3","Book"
"Proceedings of Seventh International Congress on Information and Communication Technology","Lecture Notes in Networks and Systems","","","","10.1007/978-981-19-1607-6","Dr. Xin-She YangDr. Simon SherrattDr. Nilanjan DeyDr. Amit Joshi","2023","http://link.springer.com/book/10.1007/978-981-19-1607-6","Book"
"Conceptual Modeling","Lecture Notes in Computer Science","","","","10.1007/978-3-030-62522-1","Dr. Gillian DobbieProf. Dr. Ulrich FrankProf. Dr. Gerti KappelStephen W. LiddleProf. Dr. Heinrich C. Mayr","2020","http://link.springer.com/book/10.1007/978-3-030-62522-1","Book"
"A Hybrid Approach to Microservices Load Balancing","Microservices","","","","10.1007/978-3-030-31646-4_10","Marco AutiliAlexander PerucciLorenzo De Lauretis","2020","http://link.springer.com/chapter/10.1007/978-3-030-31646-4_10","Chapter"
"Migration to Microservices: Barriers and Solutions","Applied Informatics","","","","10.1007/978-3-030-32475-9_20","Javad GhofraniArezoo Bozorgmehr","2019","http://link.springer.com/chapter/10.1007/978-3-030-32475-9_20","Chapter"
"ICT for Health, Accessibility and Wellbeing","Communications in Computer and Information Science","","","","10.1007/978-3-030-94209-0","Edwige PissalouxProf. George Angelos PapadopoulosAchilleas AchilleosRamiro Velázquez","2021","http://link.springer.com/book/10.1007/978-3-030-94209-0","Book"
"Advanced Technologies for Humanity","Lecture Notes on Data Engineering and Communications Technologies","","","","10.1007/978-3-030-94188-8","Rajaa SaidiBrahim El BhiriYassine MalehAyman MosallamMohammed Essaaidi","2022","http://link.springer.com/book/10.1007/978-3-030-94188-8","Book"
